seed,transfer,prevalence,budget,noise,level,success
9205,0.25,1.0,160,0.0,global,0.8333333333333334
9205,0.25,1.0,160,0.0,capability,0.8233333333333334
9205,0.25,1.0,160,0.0,family,0.8
9205,0.25,1.0,160,0.0,failure,0.8066666666666666
9206,0.25,1.0,160,0.0,global,0.8433333333333334
9206,0.25,1.0,160,0.0,capability,0.8166666666666667
9206,0.25,1.0,160,0.0,family,0.79
9206,0.25,1.0,160,0.0,failure,0.7966666666666666
9201,0.5,0.25,160,0.0,global,0.8533333333333334
9201,0.5,0.25,160,0.0,capability,0.7333333333333333
9201,0.5,0.25,160,0.0,family,0.64
9201,0.5,0.25,160,0.0,failure,0.6366666666666667
9202,0.5,0.25,160,0.0,global,0.8666666666666667
9202,0.5,0.25,160,0.0,capability,0.7433333333333333
9202,0.5,0.25,160,0.0,family,0.61
9202,0.5,0.25,160,0.0,failure,0.64
9203,0.5,0.25,160,0.0,global,0.8533333333333334
9203,0.5,0.25,160,0.0,capability,0.7
9203,0.5,0.25,160,0.0,family,0.6133333333333333
9203,0.5,0.25,160,0.0,failure,0.63
9204,0.5,0.25,160,0.0,global,0.8466666666666667
9204,0.5,0.25,160,0.0,capability,0.7066666666666667
9204,0.5,0.25,160,0.0,family,0.5866666666666667
9204,0.5,0.25,160,0.0,failure,0.5933333333333334
9205,0.5,0.25,160,0.0,global,0.8433333333333334
9205,0.5,0.25,160,0.0,capability,0.71
9205,0.5,0.25,160,0.0,family,0.6066666666666667
9205,0.5,0.25,160,0.0,failure,0.6366666666666667
9206,0.5,0.25,160,0.0,global,0.8433333333333334
9206,0.5,0.25,160,0.0,capability,0.6466666666666666
9206,0.5,0.25,160,0.0,family,0.61
9206,0.5,0.25,160,0.0,failure,0.59
9201,0.5,0.5,160,0.0,global,0.85
9201,0.5,0.5,160,0.0,capability,0.7733333333333333
9201,0.5,0.5,160,0.0,family,0.7066666666666667
9201,0.5,0.5,160,0.0,failure,0.7266666666666667
9202,0.5,0.5,160,0.0,global,0.8566666666666667
9202,0.5,0.5,160,0.0,capability,0.7433333333333333
9202,0.5,0.5,160,0.0,family,0.64
9202,0.5,0.5,160,0.0,failure,0.6633333333333333
9203,0.5,0.5,160,0.0,global,0.8666666666666667
9203,0.5,0.5,160,0.0,capability,0.7533333333333333
9203,0.5,0.5,160,0.0,family,0.7
9203,0.5,0.5,160,0.0,failure,0.7033333333333334
9204,0.5,0.5,160,0.0,global,0.88
9204,0.5,0.5,160,0.0,capability,0.7666666666666667
9204,0.5,0.5,160,0.0,family,0.6966666666666667
9204,0.5,0.5,160,0.0,failure,0.71
9205,0.5,0.5,160,0.0,global,0.8766666666666667
9205,0.5,0.5,160,0.0,capability,0.7833333333333333
9205,0.5,0.5,160,0.0,family,0.7166666666666667
9205,0.5,0.5,160,0.0,failure,0.7466666666666667
9206,0.5,0.5,160,0.0,global,0.83
9206,0.5,0.5,160,0.0,capability,0.7133333333333334
9206,0.5,0.5,160,0.0,family,0.6666666666666666
9206,0.5,0.5,160,0.0,failure,0.6533333333333333
9201,0.5,0.75,160,0.0,global,0.8066666666666666
9201,0.5,0.75,160,0.0,capability,0.8166666666666667
9201,0.5,0.75,160,0.0,family,0.78
9201,0.5,0.75,160,0.0,failure,0.78
9202,0.5,0.75,160,0.0,global,0.8766666666666667
9202,0.5,0.75,160,0.0,capability,0.8066666666666666
9202,0.5,0.75,160,0.0,family,0.7533333333333333
9202,0.5,0.75,160,0.0,failure,0.7566666666666667
9203,0.5,0.75,160,0.0,global,0.8233333333333334
9203,0.5,0.75,160,0.0,capability,0.7533333333333333
9203,0.5,0.75,160,0.0,family,0.7033333333333334
9203,0.5,0.75,160,0.0,failure,0.72
9204,0.5,0.75,160,0.0,global,0.8966666666666666
9204,0.5,0.75,160,0.0,capability,0.8333333333333334
9204,0.5,0.75,160,0.0,family,0.76
9204,0.5,0.75,160,0.0,failure,0.7566666666666667
9205,0.5,0.75,160,0.0,global,0.8566666666666667
9205,0.5,0.75,160,0.0,capability,0.7933333333333333
9205,0.5,0.75,160,0.0,family,0.7533333333333333
9205,0.5,0.75,160,0.0,failure,0.7533333333333333
9206,0.5,0.75,160,0.0,global,0.8733333333333333
9206,0.5,0.75,160,0.0,capability,0.7866666666666666
9206,0.5,0.75,160,0.0,family,0.7666666666666667
9206,0.5,0.75,160,0.0,failure,0.7666666666666667
9201,0.5,1.0,160,0.0,global,0.78
9201,0.5,1.0,160,0.0,capability,0.84
9201,0.5,1.0,160,0.0,family,0.8133333333333334
9201,0.5,1.0,160,0.0,failure,0.8266666666666667
9202,0.5,1.0,160,0.0,global,0.88
9202,0.5,1.0,160,0.0,capability,0.86
9202,0.5,1.0,160,0.0,family,0.8466666666666667
9202,0.5,1.0,160,0.0,failure,0.8366666666666667
9203,0.5,1.0,160,0.0,global,0.87
9203,0.5,1.0,160,0.0,capability,0.86
9203,0.5,1.0,160,0.0,family,0.8566666666666667
9203,0.5,1.0,160,0.0,failure,0.86
9204,0.5,1.0,160,0.0,global,0.8866666666666667
9204,0.5,1.0,160,0.0,capability,0.84
9204,0.5,1.0,160,0.0,family,0.8166666666666667
9204,0.5,1.0,160,0.0,failure,0.8266666666666667
9205,0.5,1.0,160,0.0,global,0.8466666666666667
9205,0.5,1.0,160,0.0,capability,0.8233333333333334
9205,0.5,1.0,160,0.0,family,0.8033333333333333
9205,0.5,1.0,160,0.0,failure,0.81
9206,0.5,1.0,160,0.0,global,0.8466666666666667
9206,0.5,1.0,160,0.0,capability,0.8133333333333334
9206,0.5,1.0,160,0.0,family,0.8
9206,0.5,1.0,160,0.0,failure,0.7966666666666666
9201,0.75,0.25,160,0.0,global,0.8866666666666667
9201,0.75,0.25,160,0.0,capability,0.7466666666666667
9201,0.75,0.25,160,0.0,family,0.63
9201,0.75,0.25,160,0.0,failure,0.6666666666666666
9202,0.75,0.25,160,0.0,global,0.8666666666666667
9202,0.75,0.25,160,0.0,capability,0.7466666666666667
9202,0.75,0.25,160,0.0,family,0.67
9202,0.75,0.25,160,0.0,failure,0.68
9203,0.75,0.25,160,0.0,global,0.8533333333333334
9203,0.75,0.25,160,0.0,capability,0.7233333333333334
9203,0.75,0.25,160,0.0,family,0.66
9203,0.75,0.25,160,0.0,failure,0.6433333333333333
9204,0.75,0.25,160,0.0,global,0.8733333333333333
9204,0.75,0.25,160,0.0,capability,0.7266666666666667
9204,0.75,0.25,160,0.0,family,0.6033333333333334
9204,0.75,0.25,160,0.0,failure,0.63
9205,0.75,0.25,160,0.0,global,0.8533333333333334
9205,0.75,0.25,160,0.0,capability,0.72
9205,0.75,0.25,160,0.0,family,0.61
9205,0.75,0.25,160,0.0,failure,0.6533333333333333
9206,0.75,0.25,160,0.0,global,0.8533333333333334
9206,0.75,0.25,160,0.0,capability,0.6666666666666666
9206,0.75,0.25,160,0.0,family,0.6033333333333334
9206,0.75,0.25,160,0.0,failure,0.6266666666666667
9201,0.75,0.5,160,0.0,global,0.88
9201,0.75,0.5,160,0.0,capability,0.7933333333333333
9201,0.75,0.5,160,0.0,family,0.72
9201,0.75,0.5,160,0.0,failure,0.7333333333333333
9202,0.75,0.5,160,0.0,global,0.86
9202,0.75,0.5,160,0.0,capability,0.7533333333333333
9202,0.75,0.5,160,0.0,family,0.6833333333333333
9202,0.75,0.5,160,0.0,failure,0.7
9203,0.75,0.5,160,0.0,global,0.8733333333333333
9203,0.75,0.5,160,0.0,capability,0.7633333333333333
9203,0.75,0.5,160,0.0,family,0.7266666666666667
9203,0.75,0.5,160,0.0,failure,0.7
9204,0.75,0.5,160,0.0,global,0.8866666666666667
9204,0.75,0.5,160,0.0,capability,0.79
9204,0.75,0.5,160,0.0,family,0.7
9204,0.75,0.5,160,0.0,failure,0.7466666666666667
9205,0.75,0.5,160,0.0,global,0.8266666666666667
9205,0.75,0.5,160,0.0,capability,0.7866666666666666
9205,0.75,0.5,160,0.0,family,0.7233333333333334
9205,0.75,0.5,160,0.0,failure,0.7433333333333333
9206,0.75,0.5,160,0.0,global,0.8533333333333334
9206,0.75,0.5,160,0.0,capability,0.7233333333333334
9206,0.75,0.5,160,0.0,family,0.6866666666666666
9206,0.75,0.5,160,0.0,failure,0.69
9201,0.75,0.75,160,0.0,global,0.8533333333333334
9201,0.75,0.75,160,0.0,capability,0.82
9201,0.75,0.75,160,0.0,family,0.7833333333333333
9201,0.75,0.75,160,0.0,failure,0.7833333333333333
9202,0.75,0.75,160,0.0,global,0.8833333333333333
9202,0.75,0.75,160,0.0,capability,0.8166666666666667
9202,0.75,0.75,160,0.0,family,0.7766666666666666
9202,0.75,0.75,160,0.0,failure,0.7766666666666666
9203,0.75,0.75,160,0.0,global,0.8366666666666667
9203,0.75,0.75,160,0.0,capability,0.77
9203,0.75,0.75,160,0.0,family,0.7266666666666667
9203,0.75,0.75,160,0.0,failure,0.74
9204,0.75,0.75,160,0.0,global,0.9
9204,0.75,0.75,160,0.0,capability,0.85
9204,0.75,0.75,160,0.0,family,0.77
9204,0.75,0.75,160,0.0,failure,0.7933333333333333
9205,0.75,0.75,160,0.0,global,0.7966666666666666
9205,0.75,0.75,160,0.0,capability,0.8
9205,0.75,0.75,160,0.0,family,0.7566666666666667
9205,0.75,0.75,160,0.0,failure,0.7666666666666667
9206,0.75,0.75,160,0.0,global,0.8766666666666667
9206,0.75,0.75,160,0.0,capability,0.8033333333333333
9206,0.75,0.75,160,0.0,family,0.7733333333333333
9206,0.75,0.75,160,0.0,failure,0.7833333333333333
9201,0.75,1.0,160,0.0,global,0.86
9201,0.75,1.0,160,0.0,capability,0.85
9201,0.75,1.0,160,0.0,family,0.8233333333333334
9201,0.75,1.0,160,0.0,failure,0.8366666666666667
9202,0.75,1.0,160,0.0,global,0.8833333333333333
9202,0.75,1.0,160,0.0,capability,0.8666666666666667
9202,0.75,1.0,160,0.0,family,0.8566666666666667
9202,0.75,1.0,160,0.0,failure,0.85
9203,0.75,1.0,160,0.0,global,0.89
9203,0.75,1.0,160,0.0,capability,0.8633333333333333
9203,0.75,1.0,160,0.0,family,0.8666666666666667
9203,0.75,1.0,160,0.0,failure,0.8633333333333333
9204,0.75,1.0,160,0.0,global,0.89
9204,0.75,1.0,160,0.0,capability,0.8533333333333334
9204,0.75,1.0,160,0.0,family,0.83
9204,0.75,1.0,160,0.0,failure,0.8433333333333334
9205,0.75,1.0,160,0.0,global,0.7966666666666666
9205,0.75,1.0,160,0.0,capability,0.83
9205,0.75,1.0,160,0.0,family,0.8133333333333334
9205,0.75,1.0,160,0.0,failure,0.8133333333333334
9206,0.75,1.0,160,0.0,global,0.86
9206,0.75,1.0,160,0.0,capability,0.8233333333333334
9206,0.75,1.0,160,0.0,family,0.8066666666666666
9206,0.75,1.0,160,0.0,failure,0.8033333333333333
9201,1.0,0.25,160,0.0,global,0.8966666666666666
9201,1.0,0.25,160,0.0,capability,0.74
9201,1.0,0.25,160,0.0,family,0.6666666666666666
9201,1.0,0.25,160,0.0,failure,0.6533333333333333
9202,1.0,0.25,160,0.0,global,0.8766666666666667
9202,1.0,0.25,160,0.0,capability,0.7666666666666667
9202,1.0,0.25,160,0.0,family,0.6833333333333333
9202,1.0,0.25,160,0.0,failure,0.6766666666666666
9203,1.0,0.25,160,0.0,global,0.85
9203,1.0,0.25,160,0.0,capability,0.7133333333333334
9203,1.0,0.25,160,0.0,family,0.6733333333333333
9203,1.0,0.25,160,0.0,failure,0.66
9204,1.0,0.25,160,0.0,global,0.8666666666666667
9204,1.0,0.25,160,0.0,capability,0.7266666666666667
9204,1.0,0.25,160,0.0,family,0.6233333333333333
9204,1.0,0.25,160,0.0,failure,0.65
9205,1.0,0.25,160,0.0,global,0.8833333333333333
9205,1.0,0.25,160,0.0,capability,0.73
9205,1.0,0.25,160,0.0,family,0.6266666666666667
9205,1.0,0.25,160,0.0,failure,0.6233333333333333
9206,1.0,0.25,160,0.0,global,0.8466666666666667
9206,1.0,0.25,160,0.0,capability,0.6666666666666666
9206,1.0,0.25,160,0.0,family,0.5833333333333334
9206,1.0,0.25,160,0.0,failure,0.6266666666666667
9201,1.0,0.5,160,0.0,global,0.8833333333333333
9201,1.0,0.5,160,0.0,capability,0.7866666666666666
9201,1.0,0.5,160,0.0,family,0.7366666666666667
9201,1.0,0.5,160,0.0,failure,0.74
9202,1.0,0.5,160,0.0,global,0.86
9202,1.0,0.5,160,0.0,capability,0.76
9202,1.0,0.5,160,0.0,family,0.69
9202,1.0,0.5,160,0.0,failure,0.7066666666666667
9203,1.0,0.5,160,0.0,global,0.86
9203,1.0,0.5,160,0.0,capability,0.7633333333333333
9203,1.0,0.5,160,0.0,family,0.7366666666666667
9203,1.0,0.5,160,0.0,failure,0.7033333333333334
9204,1.0,0.5,160,0.0,global,0.8966666666666666
9204,1.0,0.5,160,0.0,capability,0.79
9204,1.0,0.5,160,0.0,family,0.73
9204,1.0,0.5,160,0.0,failure,0.7466666666666667
9205,1.0,0.5,160,0.0,global,0.8766666666666667
9205,1.0,0.5,160,0.0,capability,0.7966666666666666
9205,1.0,0.5,160,0.0,family,0.73
9205,1.0,0.5,160,0.0,failure,0.7333333333333333
9206,1.0,0.5,160,0.0,global,0.8633333333333333
9206,1.0,0.5,160,0.0,capability,0.7333333333333333
9206,1.0,0.5,160,0.0,family,0.6666666666666666
9206,1.0,0.5,160,0.0,failure,0.6833333333333333
9201,1.0,0.75,160,0.0,global,0.86
9201,1.0,0.75,160,0.0,capability,0.82
9201,1.0,0.75,160,0.0,family,0.7933333333333333
9201,1.0,0.75,160,0.0,failure,0.79
9202,1.0,0.75,160,0.0,global,0.8866666666666667
9202,1.0,0.75,160,0.0,capability,0.8266666666666667
9202,1.0,0.75,160,0.0,family,0.7833333333333333
9202,1.0,0.75,160,0.0,failure,0.7833333333333333
9203,1.0,0.75,160,0.0,global,0.8
9203,1.0,0.75,160,0.0,capability,0.7666666666666667
9203,1.0,0.75,160,0.0,family,0.7266666666666667
9203,1.0,0.75,160,0.0,failure,0.7533333333333333
9204,1.0,0.75,160,0.0,global,0.9166666666666666
9204,1.0,0.75,160,0.0,capability,0.8466666666666667
9204,1.0,0.75,160,0.0,family,0.7766666666666666
9204,1.0,0.75,160,0.0,failure,0.81
9205,1.0,0.75,160,0.0,global,0.8733333333333333
9205,1.0,0.75,160,0.0,capability,0.81
9205,1.0,0.75,160,0.0,family,0.7633333333333333
9205,1.0,0.75,160,0.0,failure,0.7666666666666667
9206,1.0,0.75,160,0.0,global,0.8933333333333333
9206,1.0,0.75,160,0.0,capability,0.8033333333333333
9206,1.0,0.75,160,0.0,family,0.77
9206,1.0,0.75,160,0.0,failure,0.7966666666666666
9201,1.0,1.0,160,0.0,global,0.87
9201,1.0,1.0,160,0.0,capability,0.8466666666666667
9201,1.0,1.0,160,0.0,family,0.83
9201,1.0,1.0,160,0.0,failure,0.84
9202,1.0,1.0,160,0.0,global,0.8866666666666667
9202,1.0,1.0,160,0.0,capability,0.8666666666666667
9202,1.0,1.0,160,0.0,family,0.8566666666666667
9202,1.0,1.0,160,0.0,failure,0.8566666666666667
9203,1.0,1.0,160,0.0,global,0.8533333333333334
9203,1.0,1.0,160,0.0,capability,0.87
9203,1.0,1.0,160,0.0,family,0.87
9203,1.0,1.0,160,0.0,failure,0.8666666666666667
9204,1.0,1.0,160,0.0,global,0.8833333333333333
9204,1.0,1.0,160,0.0,capability,0.8533333333333334
9204,1.0,1.0,160,0.0,family,0.8366666666666667
9204,1.0,1.0,160,0.0,failure,0.8566666666666667
9205,1.0,1.0,160,0.0,global,0.85
9205,1.0,1.0,160,0.0,capability,0.8333333333333334
9205,1.0,1.0,160,0.0,family,0.82
9205,1.0,1.0,160,0.0,failure,0.81
9206,1.0,1.0,160,0.0,global,0.8666666666666667
9206,1.0,1.0,160,0.0,capability,0.8233333333333334
9206,1.0,1.0,160,0.0,family,0.8033333333333333
9206,1.0,1.0,160,0.0,failure,0.8066666666666666
9201,0.0,0.25,40,0.0,global,0.4766666666666667
9201,0.0,0.25,40,0.0,capability,0.4866666666666667
9201,0.0,0.25,40,0.0,family,0.52
9201,0.0,0.25,40,0.0,failure,0.4866666666666667
9202,0.0,0.25,40,0.0,global,0.3866666666666666
9202,0.0,0.25,40,0.0,capability,0.4666666666666667
9202,0.0,0.25,40,0.0,family,0.4366666666666666
9202,0.0,0.25,40,0.0,failure,0.48
9203,0.0,0.25,40,0.0,global,0.4133333333333333
9203,0.0,0.25,40,0.0,capability,0.54
9203,0.0,0.25,40,0.0,family,0.49
9203,0.0,0.25,40,0.0,failure,0.5233333333333333
9204,0.0,0.25,40,0.0,global,0.45
9204,0.0,0.25,40,0.0,capability,0.5366666666666666
9204,0.0,0.25,40,0.0,family,0.5233333333333333
9204,0.0,0.25,40,0.0,failure,0.58
9205,0.0,0.25,40,0.0,global,0.4366666666666666
9205,0.0,0.25,40,0.0,capability,0.54
9205,0.0,0.25,40,0.0,family,0.58
9205,0.0,0.25,40,0.0,failure,0.57
9206,0.0,0.25,40,0.0,global,0.47
9206,0.0,0.25,40,0.0,capability,0.4733333333333333
9206,0.0,0.25,40,0.0,family,0.48
9206,0.0,0.25,40,0.0,failure,0.4533333333333333
9201,0.0,0.5,40,0.0,global,0.56
9201,0.0,0.5,40,0.0,capability,0.5666666666666667
9201,0.0,0.5,40,0.0,family,0.64
9201,0.0,0.5,40,0.0,failure,0.6433333333333333
9202,0.0,0.5,40,0.0,global,0.3966666666666666
9202,0.0,0.5,40,0.0,capability,0.5233333333333333
9202,0.0,0.5,40,0.0,family,0.4766666666666667
9202,0.0,0.5,40,0.0,failure,0.56
9203,0.0,0.5,40,0.0,global,0.4
9203,0.0,0.5,40,0.0,capability,0.6433333333333333
9203,0.0,0.5,40,0.0,family,0.5666666666666667
9203,0.0,0.5,40,0.0,failure,0.63
9204,0.0,0.5,40,0.0,global,0.43
9204,0.0,0.5,40,0.0,capability,0.55
9204,0.0,0.5,40,0.0,family,0.57
